id,year,date,component,regions,states,title,url,pdf,matched_on
1498,2019,2019-05-17,Other / Unclassified,,,Nigeria — CMFS Brief: Nigerian Migrants (to Europe),https://dtm.iom.int/reports/nigeria-%E2%80%94-cmfs-brief-nigerians-migrants-europe,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/CMFS%20Brief%20Nigeria_V5.pdf,
1499,2019,2019-05-13,Biometric Registration Report,,,Nigeria — Monguno Biometric Registration Update (30 March 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-monguno-biometric-registration-update-30-march-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20Monguno%20Biometric%20Registration%20Update%20%2830%20March%202019%29.pdf,title:biometric
1500,2019,2019-05-09,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 117 (29 April - 05 May 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-117-29-april-05-may-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.117%20%2829%20April%20-%2005%20May%202019%29.pdf,title:emergency tracking tool
1501,2019,2019-05-03,Incident / Flash Report,,,Nigeria — Storm Damage to IDPs Sites Flash Report  (2 May 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-storm-damage-idps-sites-flash-report-2-may-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20Storm%20Damage%20to%20IDPs%20Sites%20Flash%20Report%20%20%282%20May%202019%29_0.pdf,title:flash report
1502,2019,2019-05-03,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 116 (22 - 28 April 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-116-22-28-april-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.116%20%2822%20-%2028%20%20April%202019%29.pdf,title:emergency tracking tool
1503,2019,2019-04-26,Flow Monitoring (migrants) – extra category,North Central,Niger,Nigeria — Flow Monitoring Dashboard 25 (March 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-flow-monitoring-dashboard-25-march-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20Flow%20Monitoring%20Dashboard%2025%20March%202019%20v3.pdf,title:flow monitoring
1504,2019,2019-04-25,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 115 (15 - 21 April 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-115-15-21-april-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.115%20%2815%20-%2021%20%20April%202019%29.pdf,title:emergency tracking tool
1505,2019,2019-04-20,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 114 (08 - 14 April 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-114-08-14-april-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.114%20%2808%20-%2014%20%20April%202019%29.pdf,title:emergency tracking tool
1506,2019,2019-04-11,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 113 (01 - 07 April 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-113-01-07-april-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.113%20%2801%20-%2007%20April%202019%29.pdf,title:emergency tracking tool
1507,2019,2019-04-03,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 112 (25 - 31 March 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-112-25-31-march-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.112%20%2825%20-%2031%20March%202019%29_0.pdf,title:emergency tracking tool
1508,2019,2019-03-31,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 111 (18 - 24 March 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-111-18-24-march-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.111%20%2818%20-%2024%20March%202019%29.pdf,title:emergency tracking tool
1509,2019,2019-03-29,Flow Monitoring (migrants) – extra category,North Central,Niger,Nigeria — Flow Monitoring Dashboard 24 (February 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-flow-monitoring-dashboard-24-february-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20Flow%20Monitoring%20Dashboard%2024%20February%202019_0.pdf,title:flow monitoring
1510,2019,2019-03-22,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 110 (11 - 17 March 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-110-11-17-march-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.110%20%2811%20-%2017%20March%202019%29.pdf,title:emergency tracking tool
1511,2019,2019-03-18,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 109 (04 - 10 March 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-109-04-10-march-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.109%20%2804%20-%2010%20March%202019%29.pdf,title:emergency tracking tool
1512,2019,2019-03-16,Mobility Tracking – Needs Monitoring,North East,Adamawa; Bauchi; Borno; Gombe; Taraba; Yobe,Nigeria — Displacement Report 26 (January 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-displacement-report-26-january-2016,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20DTM%20Round%2026%20Report%20%28January%202019%29.pdf,DTM Nigeria rule: North-East rounds 1–40 are Needs Monitoring
1513,2019,2019-03-15,Mobility Tracking – IDP & Returnee Atlas,,,Nigeria — List of Wards Assessed 26 (January 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-list-wards-assessed-26-january-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20RND%2026%20LIST%20OF%20WARDS%20ASSESSED.pdf,title:list of wards assessed
1514,2019,2019-03-15,Mobility Tracking – IDP & Returnee Atlas,,,Nigeria — List of Displacement Sites Assessed 26 (January 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-list-displacement-sites-assessed-26-january-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20RND%2026%20LIST%20OF%20SITES%20ASSESSED.pdf,title:list of displacement sites
1515,2019,2019-03-15,Mobility Tracking – IDP & Returnee Atlas,,,Nigeria — IDP Population Variation Dashboard 26 (January 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-idp-population-variation-dashboard-26-january-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20DTM%20%20Round%2026%20Dashboard%20of%20IDP%20Population%20Variation.pdf,title:idp population variation
1516,2019,2019-03-15,Mobility Tracking – IDP & Returnee Atlas,North East,Adamawa; Bauchi; Borno; Gombe; Taraba; Yobe,Nigeria — Displacement Dashboard 26 (January 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-displacement-dashboard-26-january-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20DTM%20Round%2026%20Baseline%20Dashboard_0.pdf,title:displacement dashboard
1517,2019,2019-03-08,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 108 (25 February - 03 March 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-108-25-february-03-march-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.108%20%2825%20February%20-%2003%20March%202019%29.pdf,title:emergency tracking tool
1518,2019,2019-03-02,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 107 (18 - 24 February 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-107-18-24-february-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.107%20%2818%20-%2024%20February%20%202019%29.pdf,title:emergency tracking tool
1519,2019,2019-02-27,Flow Monitoring (migrants) – extra category,North Central; North West,Niger; Kano; Sokoto,Nigeria — Flow Monitoring Dashboard 23 (January 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-flow-monitoring-dashboard-23-january-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20Flow%20Monitoring%20Dashboard%2023%20January%202019_edited_2019217.pdf,title:flow monitoring
1520,2019,2019-02-23,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 106 (11 - 17 February 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-106-11-17-february-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.106%20%2811%20-%2017%20February%20%202019%29.pdf,title:emergency tracking tool
1521,2019,2019-02-14,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 105 (04 - 10 February),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-105-04-10-february,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.105%20%2804%20-%2010%20February%20%202019%29.pdf,title:emergency tracking tool
1522,2019,2019-02-11,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 104 (28 January - 03 February 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-104-28-january-03-february-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.104%20%2828%20January%20-%2003%20February%20%202019%29.pdf,title:emergency tracking tool
1523,2019,2019-02-06,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 103 (21 - 27 January 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-103-21-27-january-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.103%20%2821%20-%2027%20January%202019%29_0.pdf,title:emergency tracking tool
1524,2019,2019-01-30,Flow Monitoring (migrants) – extra category,North Central,Niger,Nigeria — Flow Monitoring Dashboard 22 (December 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-flow-monitoring-dashboard-22-december-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20Flow%20Monitoring%20Dashboard%2022%20%28December%202018%29_0.pdf,title:flow monitoring
1525,2019,2019-01-27,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 102 (14 - 20 January 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-102-14-20-january-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.102%20%2814%20-%2020%20January%202019%29.pdf,title:emergency tracking tool
1526,2019,2019-01-22,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 101 (07 - 13 January 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-101-07-13-january-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.101%20%2807%20-%2013%20January%202019%29.pdf,title:emergency tracking tool
1527,2019,2019-01-11,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 100 (31 December 2018 - 06 January 2019),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-100-31-december-2018-06-january-2019,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.100%20%2831%20December%202018%20-%2006%20January%202019%29.pdf,title:emergency tracking tool
1528,2019,2019-01-08,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 99 (24 - 30 December 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-99-24-30-december-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.99%20%2824%20-%2030%20December%202018%29.pdf,title:emergency tracking tool
1529,2019,2019-01-03,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 98 (17 - 23 December 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-98-17-23-december-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.98%20%2817%20-%2023%20December%202018%29.pdf,title:emergency tracking tool
1530,2019,2019-01-01,Incident / Flash Report,,,Nigeria — New Arrivals into MMC and Jere from Baga Flash Report  (24 - 31 December 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-new-arrivals-mmc-and-jere-baga-flash-report-24-31-december-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20New%20Arrivals%20into%20MMC%20and%20Jere%20from%20Baga%20Flash%20Report%20%20%2824%20-%2031%20December%202018%29_0.pdf,title:flash report
1531,2018,2018-12-28,Flow Monitoring (migrants) – extra category,North Central,Niger,Nigeria — Flow Monitoring Dashboard 21 (November 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-flow-monitoring-dashboard-21-november-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20Flow%20Monitoring%20Dashboard%2018%20%28November%202018%29_0.pdf,title:flow monitoring
1532,2018,2018-12-23,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 97 (10 - 16 December 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-97-10-16-december-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.97%20%2810%20-%2016%20December%202018%29.pdf,title:emergency tracking tool
1533,2018,2018-12-17,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 96 (03 - 09 December 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-96-03-09-december-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.96%20%2802%20-%2003%20December%202018%29.pdf,title:emergency tracking tool
1534,2018,2018-12-07,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 95  (26 November - 02 December 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-95-26-november-02-december-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.95%20%2826%20November%20-%2002%20December%202018%29.pdf,title:emergency tracking tool
1535,2018,2018-12-04,Biometric Registration Report,,,Nigeria - Biometric Registration - Girei (December 2018),https://dtm.iom.int/reports/nigeria-biometric-registration-girei-december-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20Biometric%20Registration%20-%20Girei%20%28December%202018%29.pdf,title:biometric
1536,2018,2018-12-03,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 94 (19 - 25 November 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-94-19-25-november-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.94%20%2819%20-%2025%20November%202018%29.pdf,title:emergency tracking tool
1537,2018,2018-11-28,Flow Monitoring (migrants) – extra category,North Central,Niger,Nigeria — Flow Monitoring Dashboard 20 (October 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-flow-monitoring-dashboard-20-october-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20Flow%20Monitoring%20Dashboard%2020%20%28October%202018%29.pdf,title:flow monitoring
1538,2018,2018-11-26,Biometric Registration Report,,,Nigeria - Biometric Registration - Fufore (November 2018),https://dtm.iom.int/reports/nigeria-biometric-registration-fufore-november-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20Biometric%20Registration%20-%20Fufore%20%28November%202018%29.pdf,title:biometric
1539,2018,2018-11-23,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 93 (12 — 18 November 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-93-12-18-november-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.93%20%2812%20-%2018%20November%202018%29_0.pdf,title:emergency tracking tool
1540,2018,2018-11-20,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 92 (5 - 11 November 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-92-5-11-november-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.92%20%285-11%20November%202018%29_0.pdf,title:emergency tracking tool
1541,2018,2018-11-20,Biometric Registration Report,,,Nigeria - Biometric Registration - Yola North and South (November 2018),https://dtm.iom.int/reports/nigeria-biometric-registration-yola-north-and-south-november-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20Biometric%20Registration%20-%20Yola%20North%20and%20South%20%28November%202018%29.pdf,title:biometric
1542,2018,2018-11-13,Mobility Tracking – IDP & Returnee Atlas,North East,,Nigeria — Site Assessment Dashboard 25 (October 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-site-assessment-dashboard-25-october-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20DTM%20Round%2025%20Dashboard%20of%20Site%20Assessment.pdf,title:site assessment
1543,2018,2018-11-13,Mobility Tracking – IDP & Returnee Atlas,,,Nigeria — List of Wards Assessed 25 (October 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-list-wards-assessed-25-october-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20RND%2025%20LIST%20OF%20WARDS%20ASSESSED.pdf,title:list of wards assessed
1544,2018,2018-11-13,Mobility Tracking – IDP & Returnee Atlas,,,Nigeria — List of Displacement Sites Assessed 25 (October 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-list-displacement-sites-assessed-25-october-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20RND%2025%20LIST%20OF%20SITES%20ASSESSED.pdf,title:list of displacement sites
1545,2018,2018-11-13,Mobility Tracking – IDP & Returnee Atlas,,,Nigeria — IDP Population Variation Dashboard 25 (October),https://dtm.iom.int/reports/nigeria-%E2%80%94-idp-population-variation-dashboard-25-october,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20DTM%20%20Round%2025%20Dashboard%20of%20IDP%20Population%20Variation%20.pdf,title:idp population variation
1546,2018,2018-11-13,Mobility Tracking – Needs Monitoring,North East,,Nigeria — Displacement Report 25 (October 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-displacement-report-25-october-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20DTM%20Round%2025%20Report%20%28October%202018%29_1.pdf,DTM Nigeria rule: North-East rounds 1–40 are Needs Monitoring
1547,2018,2018-11-13,Mobility Tracking – IDP & Returnee Atlas,North East,Adamawa; Bauchi; Borno; Gombe; Taraba; Yobe,Nigeria — Displacement Dashboard 25 (October 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-displacement-dashboard-25-october-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20DTM%20Round%2025%20Baseline%20Dashboard.pdf,title:displacement dashboard
1548,2018,2018-11-09,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 91 (31 October - 4 November 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-91-31-october-4-november-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.91%20%2831%20October%20-%204%20November%202018%29.pdf,title:emergency tracking tool
1549,2018,2018-11-07,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 90 (24 - 30 October 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-90-24-30-october-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.90%20%2824%20-%2030%20October%202018%29.pdf,title:emergency tracking tool
1550,2018,2018-10-25,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 89 (17 - 23 October 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-89-17-23-october-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.89%20%2817%20-%2023%20October%202018%29.pdf,title:emergency tracking tool
1551,2018,2018-10-24,Flow Monitoring (migrants) – extra category,North Central,Niger,Nigeria — Flow Monitoring Dashboard 19 (September 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-flow-monitoring-dashboard-19-september-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20Flow%20Monitoring%20Dashboard%2018%20%28September%202018%29.pdf,title:flow monitoring
1552,2018,2018-10-22,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 88 (10 — 16 October 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-88-10-16-october-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.88%20%2810%20-%2016%20October%202018%29.pdf,title:emergency tracking tool
1553,2018,2018-10-15,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 87 (3 - 9 October 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-87-3-9-october-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.87%20%283%20-%209%20October%202018%29.pdf,title:emergency tracking tool
1554,2018,2018-10-09,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 86 (26 September — 2 October 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-86-26-september-%E2%80%94-2-october-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.86%20%2826%20September%20-%202%20October%202018%29_1.pdf,title:emergency tracking tool
1555,2018,2018-10-09,Biometric Registration Report,,,Nigeria - Biometric Registration - Baga (October 2018),https://dtm.iom.int/reports/nigeria-biometric-registration-baga-october-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20Biometric%20Registration%20-%20Baga%20%28October%202018%29.pdf,title:biometric
1556,2018,2018-09-28,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 85 (19 - 25 September 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-85-19-25-september-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.85%20%2819%20-%2025%20September%202018%29.pdf,title:emergency tracking tool
1557,2018,2018-09-27,Flow Monitoring (migrants) – extra category,North Central,Niger,Nigeria — Flow Monitoring Dashboard 18 (August 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-flow-monitoring-dashboard-18-august-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20Flow%20Monitoring%20Dashboard%2018%20%28August%202018%29.pdf,title:flow monitoring
1558,2018,2018-09-24,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 84 (12 - 18 September 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-84-12-18-september-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.84%20%2812%20-%2018%20September%202018%29.pdf,title:emergency tracking tool
1559,2018,2018-09-15,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 83 (3 — 11 September 2018),https://dtm.iom.int/reports/nigeria-%E2%80%94-emergency-tracking-tool-report-83-3-11-september-2018,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.83%20%283%20-%2011%20September%202018%29_0.pdf,title:emergency tracking tool
